PING 14.0.0.22 (14.0.0.22) 56(84) bytes of data.
64 bytes from 14.0.0.22: icmp_seq=1 ttl=64 time=3.38 ms
64 bytes from 14.0.0.22: icmp_seq=2 ttl=64 time=0.993 ms
64 bytes from 14.0.0.22: icmp_seq=3 ttl=64 time=0.578 ms
64 bytes from 14.0.0.22: icmp_seq=4 ttl=64 time=0.589 ms
64 bytes from 14.0.0.22: icmp_seq=5 ttl=64 time=0.559 ms
64 bytes from 14.0.0.22: icmp_seq=6 ttl=64 time=0.470 ms
64 bytes from 14.0.0.22: icmp_seq=7 ttl=64 time=0.511 ms
64 bytes from 14.0.0.22: icmp_seq=8 ttl=64 time=0.602 ms
64 bytes from 14.0.0.22: icmp_seq=9 ttl=64 time=0.575 ms
64 bytes from 14.0.0.22: icmp_seq=10 ttl=64 time=0.562 ms
64 bytes from 14.0.0.22: icmp_seq=11 ttl=64 time=0.599 ms
64 bytes from 14.0.0.22: icmp_seq=12 ttl=64 time=0.559 ms
64 bytes from 14.0.0.22: icmp_seq=13 ttl=64 time=0.544 ms
64 bytes from 14.0.0.22: icmp_seq=14 ttl=64 time=0.577 ms
64 bytes from 14.0.0.22: icmp_seq=15 ttl=64 time=0.554 ms
64 bytes from 14.0.0.22: icmp_seq=16 ttl=64 time=0.578 ms
64 bytes from 14.0.0.22: icmp_seq=17 ttl=64 time=0.579 ms
64 bytes from 14.0.0.22: icmp_seq=18 ttl=64 time=0.563 ms
64 bytes from 14.0.0.22: icmp_seq=19 ttl=64 time=0.576 ms
64 bytes from 14.0.0.22: icmp_seq=20 ttl=64 time=0.566 ms
64 bytes from 14.0.0.22: icmp_seq=21 ttl=64 time=0.558 ms
64 bytes from 14.0.0.22: icmp_seq=22 ttl=64 time=0.586 ms
64 bytes from 14.0.0.22: icmp_seq=23 ttl=64 time=0.566 ms
64 bytes from 14.0.0.22: icmp_seq=24 ttl=64 time=0.611 ms
64 bytes from 14.0.0.22: icmp_seq=25 ttl=64 time=0.555 ms
64 bytes from 14.0.0.22: icmp_seq=26 ttl=64 time=0.562 ms
64 bytes from 14.0.0.22: icmp_seq=27 ttl=64 time=0.576 ms
64 bytes from 14.0.0.22: icmp_seq=28 ttl=64 time=0.594 ms
64 bytes from 14.0.0.22: icmp_seq=29 ttl=64 time=0.529 ms
64 bytes from 14.0.0.22: icmp_seq=30 ttl=64 time=0.576 ms
64 bytes from 14.0.0.22: icmp_seq=31 ttl=64 time=0.557 ms
64 bytes from 14.0.0.22: icmp_seq=32 ttl=64 time=0.591 ms
64 bytes from 14.0.0.22: icmp_seq=33 ttl=64 time=0.558 ms
64 bytes from 14.0.0.22: icmp_seq=34 ttl=64 time=0.559 ms
64 bytes from 14.0.0.22: icmp_seq=35 ttl=64 time=0.582 ms
64 bytes from 14.0.0.22: icmp_seq=36 ttl=64 time=0.558 ms
64 bytes from 14.0.0.22: icmp_seq=37 ttl=64 time=0.553 ms
64 bytes from 14.0.0.22: icmp_seq=38 ttl=64 time=0.639 ms
64 bytes from 14.0.0.22: icmp_seq=39 ttl=64 time=0.557 ms
64 bytes from 14.0.0.22: icmp_seq=40 ttl=64 time=0.593 ms
64 bytes from 14.0.0.22: icmp_seq=41 ttl=64 time=0.554 ms
64 bytes from 14.0.0.22: icmp_seq=42 ttl=64 time=0.688 ms
64 bytes from 14.0.0.22: icmp_seq=43 ttl=64 time=0.671 ms
64 bytes from 14.0.0.22: icmp_seq=44 ttl=64 time=0.592 ms
64 bytes from 14.0.0.22: icmp_seq=45 ttl=64 time=0.566 ms
64 bytes from 14.0.0.22: icmp_seq=46 ttl=64 time=0.570 ms
64 bytes from 14.0.0.22: icmp_seq=47 ttl=64 time=0.579 ms
64 bytes from 14.0.0.22: icmp_seq=48 ttl=64 time=0.594 ms
64 bytes from 14.0.0.22: icmp_seq=49 ttl=64 time=0.535 ms
64 bytes from 14.0.0.22: icmp_seq=50 ttl=64 time=0.583 ms
64 bytes from 14.0.0.22: icmp_seq=51 ttl=64 time=0.568 ms
64 bytes from 14.0.0.22: icmp_seq=52 ttl=64 time=0.584 ms
64 bytes from 14.0.0.22: icmp_seq=53 ttl=64 time=0.530 ms
64 bytes from 14.0.0.22: icmp_seq=54 ttl=64 time=0.534 ms
64 bytes from 14.0.0.22: icmp_seq=55 ttl=64 time=0.576 ms
64 bytes from 14.0.0.22: icmp_seq=56 ttl=64 time=0.673 ms
64 bytes from 14.0.0.22: icmp_seq=57 ttl=64 time=0.558 ms
64 bytes from 14.0.0.22: icmp_seq=58 ttl=64 time=0.578 ms
64 bytes from 14.0.0.22: icmp_seq=59 ttl=64 time=0.557 ms
64 bytes from 14.0.0.22: icmp_seq=60 ttl=64 time=0.579 ms

--- 14.0.0.22 ping statistics ---
60 packets transmitted, 60 received, 0% packet loss, time 59006ms
rtt min/avg/max/mdev = 0.470/0.627/3.384/0.365 ms
PING 14.0.0.22 (14.0.0.22) 56(84) bytes of data.
64 bytes from 14.0.0.22: icmp_seq=1 ttl=64 time=0.577 ms
64 bytes from 14.0.0.22: icmp_seq=2 ttl=64 time=0.560 ms
64 bytes from 14.0.0.22: icmp_seq=3 ttl=64 time=0.598 ms
64 bytes from 14.0.0.22: icmp_seq=4 ttl=64 time=0.561 ms
64 bytes from 14.0.0.22: icmp_seq=5 ttl=64 time=0.601 ms
64 bytes from 14.0.0.22: icmp_seq=6 ttl=64 time=0.560 ms
64 bytes from 14.0.0.22: icmp_seq=7 ttl=64 time=0.558 ms
64 bytes from 14.0.0.22: icmp_seq=8 ttl=64 time=0.552 ms
64 bytes from 14.0.0.22: icmp_seq=9 ttl=64 time=0.590 ms
64 bytes from 14.0.0.22: icmp_seq=10 ttl=64 time=0.560 ms
64 bytes from 14.0.0.22: icmp_seq=11 ttl=64 time=0.572 ms
64 bytes from 14.0.0.22: icmp_seq=12 ttl=64 time=0.561 ms
64 bytes from 14.0.0.22: icmp_seq=13 ttl=64 time=0.580 ms
64 bytes from 14.0.0.22: icmp_seq=14 ttl=64 time=0.557 ms
64 bytes from 14.0.0.22: icmp_seq=15 ttl=64 time=0.569 ms
64 bytes from 14.0.0.22: icmp_seq=16 ttl=64 time=0.570 ms
64 bytes from 14.0.0.22: icmp_seq=17 ttl=64 time=0.574 ms
